GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,NAME,BTTRA,BTBGA,AHZTE001,AHZTE002,AHZTE003,AHZTE004,AHZTE005,AHZTE006,AHZTE007,AHZTE008,AHZTE009,AHZTE010,AHZTE011,AHZTE012,AHZTE013,AH04E001,AH04E002,AH04E003,AH04E004,AH04E005,AH04E006,AH04E007,AH04E008,AH04E009,AH04E010,AH04E011,AH04E012,AH04E013,AH04E014,AH04E015,AH04E016,AH04E017,AH04E018,AH04E019,AH04E020,AH04E021,AH04E022,AH04E023,AH04E024,AH04E025,AH1PE001,AH3PE001,AH3PE002,AH3PE003,AH3PE004,AH3PE005,AH3PE006,AH3PE007
G26016305302005,2013-2017,,,Michigan,26,Wayne County,163,,,530200,5,,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 5302, Wayne County, Michigan",,,93,0,0,17,0,0,26,0,10,0,0,40,0,205,0,0,0,0,0,0,0,0,0,0,0,26,10,0,0,84,28,0,35,0,10,12,0,0,,220,93,93,93,0,0,127
G26016305303001,2013-2017,,,Michigan,26,Wayne County,163,,,530300,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5303, Wayne County, Michigan",,,37,0,0,0,0,7,12,11,0,0,0,7,0,214,0,0,0,0,0,0,0,0,0,0,0,0,16,23,13,44,25,8,54,14,11,6,0,0,24219,214,70,70,46,24,0,144
G26016305303002,2013-2017,,,Michigan,26,Wayne County,163,,,530300,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5303, Wayne County, Michigan",,,136,0,6,18,0,39,8,25,0,0,0,16,24,241,7,0,0,0,0,0,0,0,0,0,0,0,28,0,10,55,46,0,51,13,25,6,0,0,18490,374,152,152,136,16,0,222
G26016305303003,2013-2017,,,Michigan,26,Wayne County,163,,,530300,3,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5303, Wayne County, Michigan",,,221,0,14,0,19,86,22,44,6,17,0,13,0,412,11,0,0,0,0,0,0,0,0,0,24,0,31,8,0,153,53,13,72,20,5,22,0,0,24828,595,308,308,228,80,0,287
G26016305304001,2013-2017,,,Michigan,26,Wayne County,163,,,530400,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5304, Wayne County, Michigan",,,81,12,0,17,11,12,0,7,0,0,0,22,0,249,10,0,6,0,0,0,0,0,0,0,5,8,24,10,5,59,4,38,53,16,11,0,0,0,14861,310,96,96,81,15,0,214
G26016305304002,2013-2017,,,Michigan,26,Wayne County,163,,,530400,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5304, Wayne County, Michigan",,,248,0,0,36,52,57,0,27,32,0,44,0,0,522,20,0,0,0,0,6,0,0,0,0,0,34,44,43,13,129,58,5,55,5,17,62,24,7,30865,600,329,329,259,70,0,271
G26016305305001,2013-2017,,,Michigan,26,Wayne County,163,,,530500,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5305, Wayne County, Michigan",,,93,0,0,0,30,6,0,11,0,21,20,0,5,328,0,0,0,0,0,0,0,0,0,0,0,8,0,20,0,69,32,22,77,39,25,33,3,0,36917,352,138,138,98,40,0,214
G26016305305002,2013-2017,,,Michigan,26,Wayne County,163,,,530500,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5305, Wayne County, Michigan",,,411,0,30,24,60,40,12,119,37,0,70,19,0,655,0,0,0,0,0,0,0,0,3,1,2,0,12,48,30,136,66,26,120,94,87,26,0,4,33125,907,510,510,418,92,0,397
G26016305305003,2013-2017,,,Michigan,26,Wayne County,163,,,530500,3,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5305, Wayne County, Michigan",,,119,13,0,0,0,0,0,55,5,21,0,25,0,365,4,0,0,0,0,5,0,0,0,0,11,0,29,43,9,104,47,15,59,5,21,13,0,0,25800,446,215,215,155,60,0,231
G26016305308001,2013-2017,,,Michigan,26,Wayne County,163,,,530800,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5308, Wayne County, Michigan",,,113,0,10,19,14,35,9,20,0,0,6,0,0,292,7,0,0,0,0,0,0,0,0,5,5,10,28,43,5,36,24,26,72,26,0,5,0,0,16848,297,134,134,129,5,0,163
G26016305308002,2013-2017,,,Michigan,26,Wayne County,163,,,530800,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5308, Wayne County, Michigan",,,86,7,0,22,0,24,0,15,0,0,18,0,0,223,10,0,0,0,0,0,0,0,5,5,0,0,13,67,0,39,7,16,30,26,5,0,0,0,14185,362,129,129,92,37,0,233
G26016305308003,2013-2017,,,Michigan,26,Wayne County,163,,,530800,3,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5308, Wayne County, Michigan",,,110,0,16,0,31,21,29,0,0,0,0,0,13,372,5,0,0,0,0,0,0,0,0,0,10,0,46,23,14,136,13,0,66,16,16,20,7,0,25731,401,255,255,142,113,0,146
G26016305308004,2013-2017,,,Michigan,26,Wayne County,163,,,530800,4,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 5308, Wayne County, Michigan",,,108,0,0,17,22,28,0,5,0,0,0,36,0,209,0,0,0,0,0,0,0,0,0,0,0,0,23,5,14,60,26,19,39,23,0,0,0,0,28077,277,154,154,108,46,0,123
G26016305309001,2013-2017,,,Michigan,26,Wayne County,163,,,530900,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5309, Wayne County, Michigan",,,159,0,0,15,0,39,0,51,0,0,12,42,0,412,9,0,0,0,0,0,0,0,0,0,13,29,53,102,0,31,33,0,51,7,61,23,0,0,17200,509,275,275,189,86,0,234
G26016305309002,2013-2017,,,Michigan,26,Wayne County,163,,,530900,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5309, Wayne County, Michigan",,,96,0,0,8,22,23,23,0,0,0,8,10,2,480,0,0,0,0,0,0,0,0,0,0,0,72,56,47,81,126,1,0,53,41,0,2,0,1,29457,546,173,173,145,28,0,373
G26016305309003,2013-2017,,,Michigan,26,Wayne County,163,,,530900,3,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5309, Wayne County, Michigan",,,160,6,0,22,0,43,22,67,0,0,0,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0,9,22,0,28,6,9,80,22,0,0,0,0,,215,199,199,160,39,0,16
G26016305311001,2013-2017,,,Michigan,26,Wayne County,163,,,531100,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5311, Wayne County, Michigan",,,80,0,16,17,24,0,9,14,0,0,0,0,0,256,0,0,0,0,0,0,0,0,0,0,5,0,0,5,21,86,19,11,66,9,17,0,5,12,15000,359,108,108,80,28,0,251
G26016305311002,2013-2017,,,Michigan,26,Wayne County,163,,,531100,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5311, Wayne County, Michigan",,,58,0,0,1,11,4,14,6,0,0,8,1,13,312,11,0,0,0,0,0,0,0,12,0,0,8,12,21,19,74,4,20,82,21,16,0,0,12,9432,396,114,114,58,56,0,282
G26016305312001,2013-2017,,,Michigan,26,Wayne County,163,,,531200,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5312, Wayne County, Michigan",,,274,0,0,34,66,41,50,3,35,20,25,0,0,519,0,0,0,0,0,0,0,0,12,0,0,33,9,13,0,97,13,6,110,72,64,78,5,7,74318,668,318,318,281,37,0,350
G26016305312002,2013-2017,,,Michigan,26,Wayne County,163,,,531200,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5312, Wayne County, Michigan",,,163,0,8,39,29,18,18,22,9,0,0,20,0,284,9,0,0,0,0,0,0,0,0,0,0,0,6,6,0,30,25,14,105,0,32,57,0,0,63438,337,193,193,168,25,0,144
G26016305312003,2013-2017,,,Michigan,26,Wayne County,163,,,531200,3,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5312, Wayne County, Michigan",,,476,0,52,59,136,70,34,52,0,40,24,9,0,789,1,0,0,0,0,0,0,0,0,0,0,0,2,41,11,189,47,47,181,54,137,55,5,19,44079,1116,627,627,504,123,0,489
G26016305313001,2013-2017,,,Michigan,26,Wayne County,163,,,531300,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5313, Wayne County, Michigan",,,166,0,52,48,15,14,6,9,0,0,14,8,0,317,13,0,0,0,0,0,0,0,0,0,0,0,31,37,0,58,12,20,11,53,47,35,0,0,41250,378,206,206,183,23,0,172
G26016305313002,2013-2017,,,Michigan,26,Wayne County,163,,,531300,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5313, Wayne County, Michigan",,,93,0,0,7,30,6,0,31,0,0,6,13,0,324,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,68,39,32,92,0,26,13,0,0,,388,163,163,105,58,0,225
G26016305314001,2013-2017,,,Michigan,26,Wayne County,163,,,531400,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5314, Wayne County, Michigan",,,58,0,0,0,0,8,26,14,0,10,0,0,0,126,0,0,0,0,0,0,0,0,4,0,5,0,5,0,12,50,0,23,8,0,13,6,0,0,41406,201,123,123,90,33,0,78
G26016305314002,2013-2017,,,Michigan,26,Wayne County,163,,,531400,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5314, Wayne County, Michigan",,,381,0,0,54,107,114,51,21,0,0,33,0,1,821,1,0,0,0,0,18,0,7,0,0,4,7,58,33,35,319,48,95,113,33,31,19,0,0,17301,945,448,448,401,47,0,497
G26016305315001,2013-2017,,,Michigan,26,Wayne County,163,,,531500,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5315, Wayne County, Michigan",,,18,0,9,0,0,0,0,0,0,0,0,9,0,169,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,12,43,16,18,0,0,0,,169,64,64,64,0,0,105
G26016305315002,2013-2017,,,Michigan,26,Wayne County,163,,,531500,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5315, Wayne County, Michigan",,,335,0,52,0,24,0,18,24,0,107,0,0,110,648,0,0,0,0,0,0,0,0,0,0,0,0,0,52,11,107,214,68,101,77,18,0,0,0,33938,864,445,445,424,21,0,419
G26016305315003,2013-2017,,,Michigan,26,Wayne County,163,,,531500,3,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5315, Wayne County, Michigan",,,326,0,23,52,4,139,9,59,0,0,28,0,12,595,0,0,0,0,0,0,0,0,5,9,30,14,48,79,0,152,85,63,70,35,5,0,0,0,17768,761,407,407,330,77,0,354
G26016305315004,2013-2017,,,Michigan,26,Wayne County,163,,,531500,4,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 5315, Wayne County, Michigan",,,81,0,0,27,0,27,0,0,0,0,27,0,0,351,0,0,0,0,0,0,0,0,0,0,27,0,0,25,0,132,51,19,43,0,27,27,0,0,24671,531,181,181,81,100,0,350
G26016305316001,2013-2017,,,Michigan,26,Wayne County,163,,,531600,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5316, Wayne County, Michigan",,,292,0,47,70,45,72,6,33,0,5,14,0,0,574,42,0,0,0,0,0,0,0,5,8,1,0,7,6,0,141,51,38,113,66,62,34,0,0,42143,704,434,434,301,133,0,270
G26016305316002,2013-2017,,,Michigan,26,Wayne County,163,,,531600,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5316, Wayne County, Michigan",,,219,0,12,34,53,11,20,49,0,0,30,2,8,676,57,0,0,0,0,0,0,0,0,0,8,0,22,9,10,184,83,35,72,105,31,30,30,0,25848,794,331,331,225,106,0,463
G26016305317001,2013-2017,,,Michigan,26,Wayne County,163,,,531700,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5317, Wayne County, Michigan",,,107,0,0,43,11,0,0,49,0,0,4,0,0,507,1,0,0,0,0,1,0,0,0,0,6,48,49,43,21,65,60,17,119,21,0,56,0,0,20403,543,196,196,161,35,0,347
G26016305317002,2013-2017,,,Michigan,26,Wayne County,163,,,531700,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5317, Wayne County, Michigan",,,240,0,17,8,81,104,0,0,0,0,0,22,8,619,3,0,0,0,0,0,0,0,0,0,10,18,63,63,11,75,77,5,210,9,66,9,0,0,14333,721,327,327,240,87,0,394
G26016305318001,2013-2017,,,Michigan,26,Wayne County,163,,,531800,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5318, Wayne County, Michigan",,,127,0,4,17,9,40,36,4,0,0,0,11,6,359,7,0,0,0,0,0,0,2,0,0,12,0,13,19,5,102,25,36,123,6,4,5,0,0,13611,406,236,236,139,97,0,170
G26016305318002,2013-2017,,,Michigan,26,Wayne County,163,,,531800,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5318, Wayne County, Michigan",,,149,0,0,25,17,61,0,13,0,4,0,21,8,478,17,0,0,0,0,0,11,0,0,9,3,28,27,27,0,95,13,70,78,23,33,44,0,0,17067,556,235,235,152,83,0,321
G26016305318003,2013-2017,,,Michigan,26,Wayne County,163,,,531800,3,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5318, Wayne County, Michigan",,,152,0,11,36,12,24,5,12,0,0,0,47,5,355,36,0,0,0,0,0,0,0,0,0,21,0,0,13,43,95,40,29,24,13,35,6,0,0,17321,457,243,243,152,91,0,214
G26016305319001,2013-2017,,,Michigan,26,Wayne County,163,,,531900,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5319, Wayne County, Michigan",,,52,0,18,5,6,6,0,17,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,13,7,0,40,0,0,18,4,40,0,0,0,31875,157,92,92,52,40,0,65
G26016305319002,2013-2017,,,Michigan,26,Wayne County,163,,,531900,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5319, Wayne County, Michigan",,,243,20,6,85,36,24,9,20,0,0,6,28,9,371,13,0,0,0,0,0,0,0,0,0,0,10,21,38,22,78,38,12,86,18,0,35,0,0,27424,677,450,450,273,177,0,227
G26016305322001,2013-2017,,,Michigan,26,Wayne County,163,,,532200,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5322, Wayne County, Michigan",,,51,0,0,20,18,13,0,0,0,0,0,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,56,54,16,35,41,0,0,0,13,8567,224,151,151,51,100,0,73
G26016305322002,2013-2017,,,Michigan,26,Wayne County,163,,,532200,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5322, Wayne County, Michigan",,,395,0,22,44,142,65,39,42,0,10,7,17,7,720,33,0,0,0,0,0,0,16,0,0,21,9,19,17,25,223,35,15,142,39,114,6,6,0,29671,889,518,518,401,117,0,371
G26016305323001,2013-2017,,,Michigan,26,Wayne County,163,,,532300,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5323, Wayne County, Michigan",,,318,0,29,85,65,29,7,69,3,0,6,15,10,602,0,0,0,0,0,0,0,8,0,0,7,4,0,17,0,80,0,15,104,26,159,103,13,66,86071,667,361,361,333,28,0,306
G26016305324001,2013-2017,,,Michigan,26,Wayne County,163,,,532400,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5324, Wayne County, Michigan",,,177,0,0,12,12,33,6,35,0,0,42,37,0,261,0,0,0,0,0,4,0,0,0,0,0,0,4,0,8,68,6,44,115,5,0,7,0,0,20379,324,177,177,177,0,0,147
G26016305324002,2013-2017,,,Michigan,26,Wayne County,163,,,532400,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5324, Wayne County, Michigan",,,132,0,0,9,11,42,6,47,0,0,17,0,0,354,0,0,0,0,0,0,0,0,0,0,0,0,27,33,8,141,24,21,24,41,19,16,0,0,10948,487,208,208,144,64,0,279
G26016305324003,2013-2017,,,Michigan,26,Wayne County,163,,,532400,3,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5324, Wayne County, Michigan",,,161,0,31,65,6,43,0,14,0,0,0,2,0,237,0,0,0,0,0,0,0,0,0,6,0,0,8,0,16,94,0,17,38,11,25,20,2,0,27969,328,195,195,177,18,0,133
G26016305326001,2013-2017,,,Michigan,26,Wayne County,163,,,532600,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5326, Wayne County, Michigan",,,304,0,10,23,96,6,10,70,0,0,89,0,0,741,5,0,0,0,0,0,0,0,0,0,0,0,0,57,6,279,21,6,291,34,20,10,0,12,28848,791,488,488,380,108,0,303
G26016305326002,2013-2017,,,Michigan,26,Wayne County,163,,,532600,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5326, Wayne County, Michigan",,,209,0,0,67,44,10,0,28,12,0,33,9,6,498,9,0,0,0,0,0,0,0,0,0,0,6,24,29,18,126,35,0,124,19,90,0,18,0,,572,245,245,226,19,0,327
G26016305326003,2013-2017,,,Michigan,26,Wayne County,163,,,532600,3,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5326, Wayne County, Michigan",,,149,36,66,7,11,24,5,0,0,0,0,0,0,300,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,98,10,0,12,0,14,5,127,28,,312,188,188,165,23,0,124
G26016305327001,2013-2017,,,Michigan,26,Wayne County,163,,,532700,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5327, Wayne County, Michigan",,,151,9,0,5,58,12,0,36,0,0,0,14,17,340,4,0,0,0,0,0,7,0,0,0,0,0,9,28,6,149,30,7,23,33,42,2,0,0,27125,426,180,180,151,29,0,246
G26016305327002,2013-2017,,,Michigan,26,Wayne County,163,,,532700,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5327, Wayne County, Michigan",,,59,0,0,14,0,37,2,0,0,0,0,6,0,168,0,0,0,0,0,0,0,0,10,0,0,21,10,32,0,44,19,0,0,8,16,8,0,0,35385,189,71,71,61,10,0,118
G26016305330001,2013-2017,,,Michigan,26,Wayne County,163,,,533000,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5330, Wayne County, Michigan",,,80,0,0,13,0,12,0,23,0,0,0,22,10,379,13,0,0,0,0,0,0,0,0,0,15,18,16,28,14,104,39,19,75,0,25,0,8,5,14659,440,159,159,80,79,0,281
G26016305330002,2013-2017,,,Michigan,26,Wayne County,163,,,533000,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5330, Wayne County, Michigan",,,269,0,13,38,61,25,25,47,20,12,15,0,13,632,47,0,0,0,10,0,0,5,9,0,0,0,48,27,42,202,21,40,68,50,36,21,0,6,27356,786,377,377,308,69,0,409
G26016305331001,2013-2017,,,Michigan,26,Wayne County,163,,,533100,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5331, Wayne County, Michigan",,,59,0,0,6,20,0,6,0,5,7,15,0,0,361,5,0,0,0,0,0,0,0,0,0,10,0,17,31,6,91,17,12,110,40,5,17,0,0,11840,418,100,100,59,41,0,318
G26016305331002,2013-2017,,,Michigan,26,Wayne County,163,,,533100,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5331, Wayne County, Michigan",,,178,8,0,57,51,15,6,21,0,6,0,14,0,335,5,0,0,0,0,0,0,0,0,0,0,0,1,70,17,77,7,25,53,35,29,16,0,0,18750,377,211,211,184,27,0,166
G26016305331003,2013-2017,,,Michigan,26,Wayne County,163,,,533100,3,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5331, Wayne County, Michigan",,,60,0,0,7,20,7,19,7,0,0,0,0,0,239,14,0,0,0,0,0,0,0,0,0,0,0,0,16,20,50,22,21,44,5,36,11,0,0,21050,298,106,106,60,46,0,192
G26016305332001,2013-2017,,,Michigan,26,Wayne County,163,,,533200,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5332, Wayne County, Michigan",,,52,0,17,0,0,0,0,13,0,5,0,17,0,146,0,0,0,0,0,0,0,0,0,0,0,13,0,12,0,94,0,7,12,0,8,0,0,0,21471,181,76,76,58,18,0,105
G26016305332002,2013-2017,,,Michigan,26,Wayne County,163,,,533200,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5332, Wayne County, Michigan",,,97,0,9,17,20,11,0,0,0,0,35,5,0,297,9,0,0,0,0,0,0,0,0,0,0,0,0,35,13,118,17,18,35,1,37,14,0,0,,379,186,186,97,89,0,193
G26016305332003,2013-2017,,,Michigan,26,Wayne County,163,,,533200,3,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5332, Wayne County, Michigan",,,129,0,0,0,30,34,0,9,7,0,0,24,25,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,84,50,13,0,28,37,0,0,29773,360,138,138,129,9,0,222
G26016305333001,2013-2017,,,Michigan,26,Wayne County,163,,,533300,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5333, Wayne County, Michigan",,,17,0,0,0,0,6,0,0,0,11,0,0,0,166,11,0,0,0,0,0,0,0,0,0,0,11,22,12,6,9,23,0,50,22,0,0,0,0,6953,175,39,39,17,22,0,136
G26016305333002,2013-2017,,,Michigan,26,Wayne County,163,,,533300,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5333, Wayne County, Michigan",,,217,13,26,29,6,64,0,9,0,0,27,43,0,473,7,0,0,0,0,0,0,0,0,0,10,13,0,71,22,116,36,26,117,6,22,14,13,0,11927,688,291,291,217,74,0,397
G26016305334001,2013-2017,,,Michigan,26,Wayne County,163,,,533400,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5334, Wayne County, Michigan",,,124,16,0,38,14,22,0,9,0,0,0,11,14,371,0,0,0,0,0,0,0,0,0,0,34,0,0,52,9,171,13,8,37,0,0,47,0,0,9293,490,235,235,138,97,0,255
G26016305334002,2013-2017,,,Michigan,26,Wayne County,163,,,533400,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5334, Wayne County, Michigan",,,150,0,0,0,25,47,0,22,15,1,40,0,0,300,0,0,0,0,0,0,0,0,0,0,0,13,10,39,56,120,0,34,0,28,0,0,0,0,22727,391,232,232,150,82,0,159
G26016305334003,2013-2017,,,Michigan,26,Wayne County,163,,,533400,3,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5334, Wayne County, Michigan",,,170,0,0,0,0,60,0,25,72,0,13,0,0,300,13,0,0,0,0,0,0,0,0,0,0,0,13,32,0,10,0,0,191,17,24,0,0,0,29620,408,208,208,170,38,0,200
G26016305334004,2013-2017,,,Michigan,26,Wayne County,163,,,533400,4,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 5334, Wayne County, Michigan",,,210,0,0,62,6,0,16,14,0,0,0,104,8,234,0,0,0,0,0,0,0,0,0,0,0,0,31,18,0,88,2,36,6,25,0,28,0,0,23214,383,262,262,210,52,0,121
G26016305334005,2013-2017,,,Michigan,26,Wayne County,163,,,533400,5,,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 5334, Wayne County, Michigan",,,66,0,0,5,7,13,0,31,0,10,0,0,0,245,0,0,0,0,0,0,0,0,0,0,13,0,12,22,0,40,12,0,49,59,38,0,0,0,20694,263,98,98,66,32,0,165
G26016305335001,2013-2017,,,Michigan,26,Wayne County,163,,,533500,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5335, Wayne County, Michigan",,,137,0,0,16,34,24,11,47,0,0,5,0,0,368,5,0,0,0,0,0,0,0,0,4,20,3,29,7,20,105,21,42,62,27,12,0,0,11,26071,443,172,172,151,21,0,271
G26016305335002,2013-2017,,,Michigan,26,Wayne County,163,,,533500,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5335, Wayne County, Michigan",,,123,10,4,22,11,15,26,14,0,0,5,3,13,324,16,0,0,0,0,0,0,0,4,0,0,0,0,38,17,154,29,28,28,6,0,0,4,0,20556,406,150,150,129,21,0,256
G26016305336001,2013-2017,,,Michigan,26,Wayne County,163,,,533600,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5336, Wayne County, Michigan",,,89,5,0,0,37,0,21,10,0,0,3,13,0,197,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,62,17,10,73,20,5,4,0,0,26964,213,122,122,89,33,0,91
G26016305336002,2013-2017,,,Michigan,26,Wayne County,163,,,533600,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5336, Wayne County, Michigan",,,188,0,0,25,38,32,12,40,0,0,41,0,0,336,4,0,0,0,0,0,8,0,0,0,12,0,12,28,3,81,33,38,26,40,40,11,0,0,28229,410,232,232,218,14,0,178
G26016305336003,2013-2017,,,Michigan,26,Wayne County,163,,,533600,3,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5336, Wayne County, Michigan",,,163,0,0,12,40,40,0,55,0,0,10,0,6,556,0,0,0,0,0,0,0,0,20,7,0,19,27,67,23,220,43,19,39,34,33,5,0,0,19792,691,315,315,192,123,0,376
G26016305337001,2013-2017,,,Michigan,26,Wayne County,163,,,533700,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5337, Wayne County, Michigan",,,270,0,25,35,72,5,19,77,24,0,0,13,0,532,0,0,0,0,0,0,0,7,0,0,0,0,19,56,46,219,31,5,119,5,19,6,0,0,25655,616,317,317,285,32,0,299
G26016305337002,2013-2017,,,Michigan,26,Wayne County,163,,,533700,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5337, Wayne County, Michigan",,,67,0,0,0,6,39,13,4,0,5,0,0,0,165,26,0,0,0,0,0,0,0,0,0,0,0,7,21,0,47,0,14,35,0,10,5,0,0,28750,165,67,67,67,0,0,98
G26016305339001,2013-2017,,,Michigan,26,Wayne County,163,,,533900,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5339, Wayne County, Michigan",,,618,20,71,38,160,79,31,58,0,96,16,29,20,738,12,0,0,0,0,0,0,0,0,0,0,0,0,20,9,130,46,75,152,18,125,114,18,19,19297,1052,714,714,663,51,0,338
G26016305339002,2013-2017,,,Michigan,26,Wayne County,163,,,533900,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5339, Wayne County, Michigan",,,390,0,38,155,146,0,9,9,0,11,22,0,0,464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,103,9,37,199,47,50,10,0,0,28049,487,390,390,390,0,0,97
G26016305339003,2013-2017,,,Michigan,26,Wayne County,163,,,533900,3,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5339, Wayne County, Michigan",,,726,33,208,151,132,49,16,65,24,32,0,7,9,968,20,0,0,0,0,0,0,0,0,0,25,0,25,40,49,111,68,10,131,38,217,163,50,21,22648,1230,847,847,792,55,0,383
