GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,NAME,BTTRA,BTBGA,AHZTM001,AHZTM002,AHZTM003,AHZTM004,AHZTM005,AHZTM006,AHZTM007,AHZTM008,AHZTM009,AHZTM010,AHZTM011,AHZTM012,AHZTM013,AH04M001,AH04M002,AH04M003,AH04M004,AH04M005,AH04M006,AH04M007,AH04M008,AH04M009,AH04M010,AH04M011,AH04M012,AH04M013,AH04M014,AH04M015,AH04M016,AH04M017,AH04M018,AH04M019,AH04M020,AH04M021,AH04M022,AH04M023,AH04M024,AH04M025,AH1PM001,AH3PM001,AH3PM002,AH3PM003,AH3PM004,AH3PM005,AH3PM006,AH3PM007
"G26016305405001","2013-2017",,,"Michigan","26","Wayne County","163",,,"540500","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5405, Wayne County, Michigan",,,154,10,10,10,56,100,70,43,10,10,10,10,10,220,10,10,10,10,10,10,10,10,10,10,16,14,10,27,54,134,65,49,89,58,60,49,10,24,11256,273,221,221,155,136,10,137
"G26016305405002","2013-2017",,,"Michigan","26","Wayne County","163",,,"540500","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5405, Wayne County, Michigan",,,132,19,56,55,10,10,60,15,10,22,10,10,13,247,19,10,10,10,10,10,10,10,10,10,69,78,32,32,17,137,55,20,38,127,10,16,10,10,15107,351,211,211,200,57,10,286
"G26016305405003","2013-2017",,,"Michigan","26","Wayne County","163",,,"540500","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5405, Wayne County, Michigan",,,80,10,10,36,31,37,41,10,10,64,10,15,10,140,43,10,10,10,10,10,10,10,10,10,10,10,17,15,10,53,45,13,71,24,24,11,11,10,10524,189,130,130,80,69,10,85
"G26016305405004","2013-2017",,,"Michigan","26","Wayne County","163",,,"540500","4",,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 5405, Wayne County, Michigan",,,138,10,42,32,10,65,69,74,10,10,10,10,10,217,32,10,10,10,10,10,10,10,10,10,10,10,10,13,10,162,50,10,74,42,10,16,10,10,34115,227,179,179,141,76,10,116
"G26016305406001","2013-2017",,,"Michigan","26","Wayne County","163",,,"540600","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5406, Wayne County, Michigan",,,273,55,79,11,71,91,10,57,10,50,76,10,10,374,10,10,10,10,10,10,10,10,10,20,10,10,14,80,10,248,10,10,94,99,55,10,10,10,9572,481,326,326,274,66,10,226
"G26016305406002","2013-2017",,,"Michigan","26","Wayne County","163",,,"540600","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5406, Wayne County, Michigan",,,104,10,10,28,17,51,39,46,23,10,10,10,10,158,29,10,10,10,10,10,10,10,10,10,10,10,34,14,67,49,20,23,70,20,24,10,34,10,6804,173,124,124,111,27,10,84
"G26016305406003","2013-2017",,,"Michigan","26","Wayne County","163",,,"540600","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5406, Wayne County, Michigan",,,118,10,58,21,23,62,44,53,10,12,10,10,16,135,10,10,10,10,10,10,10,10,10,10,10,10,10,22,16,94,22,39,88,48,27,26,10,10,9755,238,151,151,129,43,10,141
"G26016305406004","2013-2017",,,"Michigan","26","Wayne County","163",,,"540600","4",,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 5406, Wayne County, Michigan",,,105,10,10,10,10,81,43,38,10,10,21,10,22,190,10,10,10,10,10,10,10,10,10,10,10,10,23,43,10,91,34,26,95,34,64,60,10,10,,208,156,156,105,75,10,128
"G26016305407001","2013-2017",,,"Michigan","26","Wayne County","163",,,"540700","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5407, Wayne County, Michigan",,,82,10,27,10,45,24,18,10,10,10,10,10,33,117,13,10,10,10,10,10,10,20,16,14,10,10,10,41,25,38,49,19,57,10,15,10,10,10,13111,126,90,90,83,40,10,88
"G26016305407002","2013-2017",,,"Michigan","26","Wayne County","163",,,"540700","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5407, Wayne County, Michigan",,,191,10,10,44,101,10,10,78,10,10,10,59,10,210,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,103,13,57,138,10,15,11,10,10,14784,322,244,244,202,78,10,110
"G26016305407003","2013-2017",,,"Michigan","26","Wayne County","163",,,"540700","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5407, Wayne County, Michigan",,,159,10,42,16,52,92,38,38,10,10,65,44,16,206,10,10,10,10,10,10,10,10,10,10,11,20,27,57,9,85,44,13,90,74,64,11,10,10,11469,232,184,184,162,57,10,169
"G26016305407004","2013-2017",,,"Michigan","26","Wayne County","163",,,"540700","4",,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 5407, Wayne County, Michigan",,,168,10,10,48,106,79,67,47,31,10,42,10,10,188,13,10,10,10,10,10,10,10,10,10,10,10,52,21,53,94,62,66,98,55,34,49,19,16,11992,265,210,210,168,72,10,165
"G26016305408001","2013-2017",,,"Michigan","26","Wayne County","163",,,"540800","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5408, Wayne County, Michigan",,,89,10,6,6,42,36,49,31,10,10,23,10,10,126,10,10,10,10,10,10,10,10,10,10,19,22,5,10,17,48,20,31,66,25,44,42,7,10,5194,149,102,102,84,44,10,100
"G26016305408002","2013-2017",,,"Michigan","26","Wayne County","163",,,"540800","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5408, Wayne County, Michigan",,,170,10,43,77,41,80,52,56,10,10,66,68,63,175,42,10,10,10,10,10,10,10,10,10,23,10,62,48,8,102,39,26,113,65,57,13,10,10,17506,264,240,240,199,84,10,115
"G26016305409001","2013-2017",,,"Michigan","26","Wayne County","163",,,"540900","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5409, Wayne County, Michigan",,,109,10,10,10,58,38,22,20,43,43,32,10,10,172,10,10,10,10,10,10,10,10,10,10,10,10,10,15,10,81,19,51,96,18,90,18,10,13,9307,187,142,142,110,61,10,123
"G26016305409002","2013-2017",,,"Michigan","26","Wayne County","163",,,"540900","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5409, Wayne County, Michigan",,,101,10,21,25,31,19,33,62,19,18,53,10,10,162,10,10,10,10,10,10,10,10,10,10,13,18,18,46,18,62,43,43,107,55,57,43,10,10,5293,238,129,129,113,55,10,154
"G26016305409003","2013-2017",,,"Michigan","26","Wayne County","163",,,"540900","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5409, Wayne County, Michigan",,,162,10,10,10,93,48,10,78,10,10,21,10,10,198,36,10,10,10,10,10,10,10,24,10,10,10,65,10,10,77,10,25,91,81,50,10,10,10,15783,225,173,173,177,29,10,116
"G26016305409004","2013-2017",,,"Michigan","26","Wayne County","163",,,"540900","4",,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 5409, Wayne County, Michigan",,,112,10,15,10,78,59,63,24,27,10,10,10,10,155,10,10,10,10,10,10,10,10,10,7,10,10,50,51,26,82,10,39,85,32,53,56,10,10,6958,211,145,145,111,74,10,131
"G26016305410001","2013-2017",,,"Michigan","26","Wayne County","163",,,"541000","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5410, Wayne County, Michigan",,,115,10,35,20,38,76,19,39,10,10,10,30,10,207,38,10,10,10,10,10,10,10,10,17,10,36,18,86,14,116,63,20,101,65,22,18,10,10,3609,236,131,131,122,58,10,222
"G26016305410002","2013-2017",,,"Michigan","26","Wayne County","163",,,"541000","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5410, Wayne County, Michigan",,,345,10,17,61,127,151,21,58,56,49,20,133,10,292,10,10,10,10,10,10,10,10,10,10,24,10,19,53,20,120,63,52,91,101,70,73,10,29,34747,369,360,360,348,64,10,148
"G26016305410003","2013-2017",,,"Michigan","26","Wayne County","163",,,"541000","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5410, Wayne County, Michigan",,,300,10,60,10,31,164,176,61,59,10,10,17,26,283,35,10,10,10,10,10,10,10,10,10,10,10,35,91,74,133,83,63,53,49,52,82,10,10,10469,382,344,344,300,83,10,150
"G26016305411001","2013-2017",,,"Michigan","26","Wayne County","163",,,"541100","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5411, Wayne County, Michigan",,,130,10,10,54,43,63,10,31,10,10,10,10,10,170,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,40,29,56,108,43,48,10,10,10,16449,194,143,143,130,64,10,130
"G26016305411002","2013-2017",,,"Michigan","26","Wayne County","163",,,"541100","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5411, Wayne County, Michigan",,,59,10,10,10,14,10,10,22,10,19,10,10,45,133,10,10,10,10,10,10,10,10,10,10,10,10,60,10,34,45,10,42,38,10,10,10,13,10,,154,103,103,59,83,10,100
"G26016305411003","2013-2017",,,"Michigan","26","Wayne County","163",,,"541100","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5411, Wayne County, Michigan",,,41,10,10,10,10,10,10,41,10,10,10,10,10,134,10,10,10,10,10,10,10,10,10,10,39,10,10,33,10,38,25,14,53,10,10,10,10,10,,179,107,107,41,94,10,80
"G26016305411004","2013-2017",,,"Michigan","26","Wayne County","163",,,"541100","4",,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 5411, Wayne County, Michigan",,,174,10,27,46,70,88,25,26,27,28,10,66,10,242,56,10,10,10,10,10,10,10,10,10,10,28,51,10,11,80,19,57,97,83,61,26,10,10,11386,279,200,200,194,31,10,136
"G26016305411005","2013-2017",,,"Michigan","26","Wayne County","163",,,"541100","5",,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 5411, Wayne County, Michigan",,,47,10,10,10,10,47,10,10,10,10,10,10,10,105,49,10,10,10,10,10,10,10,10,10,10,20,10,37,10,68,47,10,10,10,14,10,10,10,6137,209,113,113,54,96,10,122
"G26016305412001","2013-2017",,,"Michigan","26","Wayne County","163",,,"541200","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5412, Wayne County, Michigan",,,76,10,29,30,41,29,10,50,10,10,14,10,10,119,11,10,10,10,10,10,10,10,10,10,27,10,28,20,20,52,10,15,73,9,14,10,28,10,10946,157,101,101,76,51,10,90
"G26016305412002","2013-2017",,,"Michigan","26","Wayne County","163",,,"541200","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5412, Wayne County, Michigan",,,95,10,10,17,10,17,42,77,21,9,17,15,10,129,10,10,10,10,10,10,10,10,10,10,10,10,20,35,10,82,35,27,56,35,29,35,10,10,9625,137,113,113,98,59,10,74
"G26016305412003","2013-2017",,,"Michigan","26","Wayne County","163",,,"541200","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5412, Wayne County, Michigan",,,80,4,14,19,50,28,31,29,10,31,10,10,10,136,10,10,10,10,10,10,10,10,10,10,10,10,23,34,10,64,18,14,30,53,44,10,10,10,17361,146,105,105,87,41,10,89
"G26016305412004","2013-2017",,,"Michigan","26","Wayne County","163",,,"541200","4",,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 5412, Wayne County, Michigan",,,53,10,10,10,30,21,10,10,24,10,27,10,17,85,10,10,10,10,10,10,10,10,10,10,10,35,26,25,29,29,9,10,41,27,14,10,10,10,3725,95,67,67,53,35,10,57
"G26016305413001","2013-2017",,,"Michigan","26","Wayne County","163",,,"541300","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5413, Wayne County, Michigan",,,114,10,10,33,28,28,20,56,29,23,28,21,14,117,17,10,10,10,10,23,10,10,10,5,10,10,12,13,13,56,37,28,66,39,14,18,9,7,9468,121,112,112,118,37,10,63
"G26016305413002","2013-2017",,,"Michigan","26","Wayne County","163",,,"541300","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5413, Wayne County, Michigan",,,131,19,10,56,35,36,10,31,13,10,28,37,15,154,22,10,10,10,10,10,10,10,10,10,10,13,38,32,25,71,44,44,46,27,40,32,10,10,11358,197,160,160,133,87,10,90
"G26016305413003","2013-2017",,,"Michigan","26","Wayne County","163",,,"541300","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5413, Wayne County, Michigan",,,108,10,34,33,66,26,17,44,10,22,15,16,10,137,2,10,10,10,10,10,10,10,10,31,10,10,20,29,2,53,30,11,71,35,35,21,10,10,6554,143,107,107,108,45,10,69
"G26016305414001","2013-2017",,,"Michigan","26","Wayne County","163",,,"541400","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5414, Wayne County, Michigan",,,71,10,10,19,22,19,31,38,10,10,23,10,10,137,13,10,10,10,10,10,10,10,10,10,23,10,10,23,47,90,41,10,47,58,48,10,10,10,7521,230,87,87,71,72,10,249
"G26016305414002","2013-2017",,,"Michigan","26","Wayne County","163",,,"541400","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5414, Wayne County, Michigan",,,150,10,45,47,46,47,10,62,25,19,28,10,23,164,10,10,10,10,10,10,10,10,10,10,10,10,21,10,50,67,22,21,51,34,81,61,10,10,26948,284,198,198,149,81,10,136
"G26016305414003","2013-2017",,,"Michigan","26","Wayne County","163",,,"541400","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5414, Wayne County, Michigan",,,143,10,49,48,70,73,29,61,10,44,16,10,10,189,16,10,10,10,10,10,10,12,4,25,11,18,45,17,30,60,66,23,136,93,32,40,10,10,,218,159,159,143,87,10,165
"G26016305415001","2013-2017",,,"Michigan","26","Wayne County","163",,,"541500","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5415, Wayne County, Michigan",,,194,10,68,39,98,10,10,43,10,10,75,91,41,317,10,10,10,10,10,10,10,10,7,7,10,11,34,68,61,76,66,50,155,37,70,36,10,16,11616,324,270,270,212,110,10,146
"G26016305415002","2013-2017",,,"Michigan","26","Wayne County","163",,,"541500","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5415, Wayne County, Michigan",,,171,10,10,10,71,51,45,118,10,51,10,10,29,229,10,10,10,10,10,10,10,10,10,10,16,44,10,77,22,112,19,38,64,71,48,27,10,10,15198,341,230,230,172,109,10,176
"G26016305415003","2013-2017",,,"Michigan","26","Wayne County","163",,,"541500","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5415, Wayne County, Michigan",,,131,10,10,10,39,29,54,44,10,10,42,10,10,132,10,10,10,10,10,10,10,10,10,10,10,10,15,41,10,38,18,10,58,52,63,25,20,10,25700,196,161,161,131,50,10,85
"G26016305415004","2013-2017",,,"Michigan","26","Wayne County","163",,,"541500","4",,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 5415, Wayne County, Michigan",,,144,10,9,10,64,95,36,49,20,55,10,10,50,181,4,10,10,10,10,10,10,10,10,10,16,41,39,10,18,70,26,59,146,36,120,45,10,15,8023,248,147,147,143,54,10,189
"G26016305417001","2013-2017",,,"Michigan","26","Wayne County","163",,,"541700","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5417, Wayne County, Michigan",,,73,10,10,10,42,53,43,21,10,10,10,10,10,122,11,10,10,10,10,10,10,10,10,10,10,10,10,16,6,86,4,31,88,31,43,20,10,10,4970,145,114,114,77,63,10,107
"G26016305417002","2013-2017",,,"Michigan","26","Wayne County","163",,,"541700","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5417, Wayne County, Michigan",,,136,10,10,58,65,91,34,64,10,10,46,48,10,193,10,10,10,10,10,10,10,38,10,10,30,61,52,12,50,137,36,46,131,63,44,10,10,10,2616,211,154,154,140,71,10,176
"G26016305418001","2013-2017",,,"Michigan","26","Wayne County","163",,,"541800","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5418, Wayne County, Michigan",,,136,10,10,77,25,62,27,44,103,10,45,19,16,224,17,10,10,10,10,10,10,10,10,19,48,50,87,10,40,106,46,17,121,39,48,33,10,10,7426,250,173,173,137,93,10,220
"G26016305418002","2013-2017",,,"Michigan","26","Wayne County","163",,,"541800","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5418, Wayne County, Michigan",,,154,10,67,10,64,59,47,53,13,10,10,10,10,194,18,10,10,10,10,10,10,10,10,10,10,10,70,16,10,82,54,47,177,61,30,29,10,10,9849,239,173,173,159,88,10,128
"G26016305421001","2013-2017",,,"Michigan","26","Wayne County","163",,,"542100","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5421, Wayne County, Michigan",,,164,10,10,10,10,87,67,21,10,64,10,10,66,204,10,10,10,10,10,10,10,10,10,10,10,14,90,19,44,82,30,52,83,128,45,9,10,10,16792,257,175,175,164,59,10,185
"G26016305421002","2013-2017",,,"Michigan","26","Wayne County","163",,,"542100","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5421, Wayne County, Michigan",,,47,10,10,10,10,20,16,10,19,10,10,23,10,161,27,10,10,10,10,10,10,10,10,10,10,10,10,26,10,62,9,19,70,46,24,15,10,10,,195,137,137,78,102,10,91
"G26016305421003","2013-2017",,,"Michigan","26","Wayne County","163",,,"542100","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5421, Wayne County, Michigan",,,62,10,26,10,10,32,24,34,10,10,10,10,10,171,30,10,10,10,10,10,10,20,10,10,10,10,45,10,10,103,32,36,40,15,74,10,10,10,15909,171,62,62,62,10,10,173
"G26016305421004","2013-2017",,,"Michigan","26","Wayne County","163",,,"542100","4",,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 5421, Wayne County, Michigan",,,90,10,10,47,38,28,32,10,15,10,56,10,10,131,4,10,10,10,10,10,10,10,10,10,10,13,10,48,34,61,67,19,49,44,59,15,10,10,13727,145,105,105,90,39,10,120
"G26016305421005","2013-2017",,,"Michigan","26","Wayne County","163",,,"542100","5",,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 5421, Wayne County, Michigan",,,157,10,36,38,10,60,10,85,10,33,28,64,10,206,10,10,10,10,10,10,10,10,16,10,26,10,20,85,52,90,10,22,32,61,114,68,10,10,16624,263,159,159,157,22,10,157
"G26016305421006","2013-2017",,,"Michigan","26","Wayne County","163",,,"542100","6",,,,,,,,,,,,,,,,,,,,,,,"Block Group 6, Census Tract 5421, Wayne County, Michigan",,,159,10,14,47,17,63,55,32,24,10,34,24,10,168,35,10,10,10,10,10,10,10,10,10,10,10,10,13,32,47,39,59,79,47,41,17,10,10,8059,186,161,161,164,46,10,75
"G26016305422001","2013-2017",,,"Michigan","26","Wayne County","163",,,"542200","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5422, Wayne County, Michigan",,,89,10,10,26,11,55,10,13,10,10,33,26,17,154,21,10,10,10,10,10,10,10,13,10,10,10,25,28,10,82,37,46,54,37,29,33,10,10,28425,182,101,101,89,40,10,132
"G26016305422002","2013-2017",,,"Michigan","26","Wayne County","163",,,"542200","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5422, Wayne County, Michigan",,,102,10,10,31,38,20,39,36,26,20,54,10,10,193,16,10,10,10,10,10,10,10,25,10,61,48,10,13,33,158,41,34,68,27,36,17,10,10,8816,250,130,130,117,38,10,204
"G26016305422003","2013-2017",,,"Michigan","26","Wayne County","163",,,"542200","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5422, Wayne County, Michigan",,,123,16,10,10,62,52,10,109,10,10,19,16,10,136,21,10,10,10,10,10,10,10,10,10,10,10,23,12,8,100,10,47,64,22,28,34,27,10,23175,154,125,125,123,29,10,78
"G26016305422004","2013-2017",,,"Michigan","26","Wayne County","163",,,"542200","4",,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 5422, Wayne County, Michigan",,,83,10,10,35,49,32,16,21,10,10,10,17,24,118,39,10,10,10,10,10,10,10,10,10,10,27,18,24,17,46,10,22,50,57,31,10,10,12,11888,161,115,115,82,88,10,97
"G26016305422005","2013-2017",,,"Michigan","26","Wayne County","163",,,"542200","5",,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 5422, Wayne County, Michigan",,,72,10,10,10,38,10,28,35,47,10,10,10,10,153,10,10,10,10,10,10,10,10,10,10,10,10,16,33,31,93,17,46,35,30,73,18,26,10,19377,157,104,104,72,53,10,97
"G26016305423001","2013-2017",,,"Michigan","26","Wayne County","163",,,"542300","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5423, Wayne County, Michigan",,,116,10,10,10,41,25,14,29,27,24,23,10,10,123,28,10,10,10,10,10,10,10,10,10,33,10,31,19,10,54,39,54,53,34,25,25,9,10,18872,154,126,126,123,28,10,107
"G26016305423002","2013-2017",,,"Michigan","26","Wayne County","163",,,"542300","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5423, Wayne County, Michigan",,,39,10,19,11,10,10,10,10,10,19,10,10,14,91,10,10,10,10,10,10,10,7,10,10,10,10,10,10,7,38,49,35,37,10,10,10,10,10,16167,127,59,59,39,32,10,88
"G26016305423003","2013-2017",,,"Michigan","26","Wayne County","163",,,"542300","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5423, Wayne County, Michigan",,,90,10,10,22,42,62,32,19,10,12,10,22,10,154,12,10,10,10,10,10,10,10,10,10,10,10,33,7,10,85,70,27,44,38,37,47,10,10,16043,174,95,95,90,35,10,159
"G26016305424001","2013-2017",,,"Michigan","26","Wayne County","163",,,"542400","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5424, Wayne County, Michigan",,,75,10,17,24,19,24,9,10,10,55,20,10,10,93,10,10,10,10,10,10,10,10,10,10,10,12,20,8,9,43,27,45,23,26,39,10,10,10,10985,134,105,105,76,70,10,75
"G26016305424002","2013-2017",,,"Michigan","26","Wayne County","163",,,"542400","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5424, Wayne County, Michigan",,,66,10,10,15,23,38,28,36,10,19,14,10,10,117,11,10,10,10,10,10,10,10,10,10,12,10,18,39,20,58,34,36,45,29,32,10,10,10,5732,122,70,70,66,13,10,111
"G26016305424003","2013-2017",,,"Michigan","26","Wayne County","163",,,"542400","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5424, Wayne County, Michigan",,,113,10,31,36,37,31,10,63,18,10,42,27,10,140,14,10,10,10,10,10,10,10,10,10,10,8,8,24,10,71,44,19,73,50,25,14,10,10,5934,180,120,120,111,41,10,115
"G26016305425001","2013-2017",,,"Michigan","26","Wayne County","163",,,"542500","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5425, Wayne County, Michigan",,,102,10,10,41,37,20,19,43,9,10,76,25,10,141,10,10,10,10,10,10,10,10,10,10,10,10,10,51,22,88,19,21,76,47,42,42,10,10,6007,192,120,120,102,50,10,141
"G26016305425002","2013-2017",,,"Michigan","26","Wayne County","163",,,"542500","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5425, Wayne County, Michigan",,,201,10,10,37,90,48,38,74,10,10,18,44,19,194,9,10,10,10,10,10,10,10,10,10,10,10,14,28,10,88,37,40,93,63,23,18,10,10,32456,236,205,205,201,21,10,120
"G26016305425003","2013-2017",,,"Michigan","26","Wayne County","163",,,"542500","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5425, Wayne County, Michigan",,,71,24,10,14,20,23,39,40,10,10,9,21,10,114,24,10,10,10,10,12,10,10,10,10,10,10,18,31,10,68,22,54,45,34,47,20,38,13,20142,176,101,101,73,53,10,127
"G26016305426001","2013-2017",,,"Michigan","26","Wayne County","163",,,"542600","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5426, Wayne County, Michigan",,,85,10,10,38,16,34,10,52,10,10,25,42,10,151,16,10,10,10,10,10,10,10,10,10,10,10,10,39,71,82,22,71,60,29,10,50,10,10,18796,240,97,97,97,34,10,214
"G26016305426002","2013-2017",,,"Michigan","26","Wayne County","163",,,"542600","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5426, Wayne County, Michigan",,,135,21,10,15,40,88,34,16,10,10,14,37,28,181,14,10,10,10,10,10,10,10,10,10,35,10,10,74,17,65,40,13,106,18,67,30,10,10,,296,205,205,191,64,10,144
"G26016305426003","2013-2017",,,"Michigan","26","Wayne County","163",,,"542600","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5426, Wayne County, Michigan",,,87,10,10,25,50,33,29,33,10,10,24,19,10,124,20,10,10,10,10,10,10,10,10,10,10,10,29,10,10,64,32,14,62,35,59,23,10,10,9262,182,110,110,101,39,10,99
"G26016305426004","2013-2017",,,"Michigan","26","Wayne County","163",,,"542600","4",,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 5426, Wayne County, Michigan",,,128,10,31,16,47,54,10,15,10,10,10,52,10,166,10,10,10,10,10,10,10,10,10,10,10,10,10,11,23,64,10,23,67,24,87,17,10,10,36384,189,138,138,128,28,10,84
"G26016305427001","2013-2017",,,"Michigan","26","Wayne County","163",,,"542700","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5427, Wayne County, Michigan",,,70,10,25,23,25,41,19,49,7,10,7,16,18,89,10,10,10,10,10,10,10,7,10,10,10,58,10,18,24,63,29,42,73,40,26,10,10,10,9509,99,74,74,71,39,10,99
"G26016305428001","2013-2017",,,"Michigan","26","Wayne County","163",,,"542800","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5428, Wayne County, Michigan",,,93,10,9,25,29,52,16,19,10,10,35,10,10,136,14,10,10,10,10,10,10,10,10,10,10,10,10,10,15,45,10,27,54,16,82,40,11,9,24481,155,107,107,95,37,10,100
"G26016305428002","2013-2017",,,"Michigan","26","Wayne County","163",,,"542800","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5428, Wayne County, Michigan",,,124,10,10,11,67,72,38,43,29,10,44,10,10,162,10,10,10,10,10,10,10,10,10,10,10,9,27,10,21,52,51,62,60,48,37,96,12,11,16858,226,159,159,125,79,10,101
"G26016305428003","2013-2017",,,"Michigan","26","Wayne County","163",,,"542800","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5428, Wayne County, Michigan",,,81,10,15,39,18,45,18,31,10,10,10,10,16,130,16,10,10,10,10,10,10,10,10,10,9,8,54,9,10,56,31,33,56,32,33,14,9,10,11527,146,93,93,79,41,10,90
