FID,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,GISJOIN,Shape_Leng,Shape_Area,GISJOIN_1,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,Occupancy_Status_Total,Occupancy_Status_Occupied,Occupancy_Status_Vacant,Value_Total,Value_Less_than_10000,Value_10000_to_14999,Value_15000_to_19999,Value_20000_to_24999,Value_25000_to_29999,Value_30000_to_34999,Value_35000_to_39999,Value_40000_to_49999,Value_50000_to_59999,Value_60000_to_69999,Value_70000_to_79999,Value_80000_to_89999,Value_90000_to_99999,Value_100000_to_124999,Value_125000_to_149999,Value_150000_to_174999,Value_175000_to_199999,Value_200000_to_249999,Value_250000_to_299999,Value_300000_to_399999,Value_400000_to_499999,Value_500000_to_749999,Value_750000_to_999999,Value_1000000_to_1499999,Value_1500000_to_1999999,Value_2000000_or_more,Median_Value,AH6FE001,AH6FE002,AH6FE003,AH6FE004,AH6FE005,AH6FE006,AH6FE007,AH6FE008,AH6FE009,AH6FE010,AH6FE011,AH6FE012,AH6FE013,AH6FE014,AH6FE015,AH6FE016,AH6FE017,AH6FE018,AH6FE019,AH6FE020,AH6FE021,AH6FE022,AH6FE023,AH6GE001,AH6GE002,AH6GE003,Per_Vacant,UNIQUE_ID
678,26,163,540100,1,2.62E+11,Block Group 1,G5030,S,598188,0,42.4427233,-83.2106068,G26016305401001,3823.142824,598191.4842,G26016305401001,2013-2017, , ,Michigan,26,Wayne County,163, , ,540100,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5401, Wayne County, Michigan",832,604,228,393,63,0,33,0,11,48,22,62,22,49,34,9,19,11,0,0,0,10,0,0,0,0,0,0,0,0,43100,393,177,0,12,10,0,67,0,22,29,13,24,216,77,16,32,0,0,22,0,0,35,34,26.5,29.1,14.4,27.40384615,678
679,26,163,540100,2,2.62E+11,Block Group 2,G5030,S,319685,0,42.4393176,-83.2051207,G26016305401002,2396.172783,319685.5841,G26016305401002,2013-2017, , ,Michigan,26,Wayne County,163, , ,540100,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5401, Wayne County, Michigan",349,288,61,206,13,0,10,0,0,0,8,8,60,0,18,45,0,10,23,11,0,0,0,0,0,0,0,0,0,0,72200,206,145,0,12,49,9,10,0,0,0,65,0,61,0,16,0,10,11,0,13,0,11,0,26.7,26.3,27,17.47851003,679
680,26,163,540100,3,2.62E+11,Block Group 3,G5030,S,119396,0,42.4391792,-83.2117709,G26016305401003,1398.974182,119396.717,G26016305401003,2013-2017, , ,Michigan,26,Wayne County,163, , ,540100,3, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5401, Wayne County, Michigan",169,98,71,88,0,26,18,0,0,0,0,10,21,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,10,0,0,0,0,0,0,0,0,10,0,78,8,49,21,0,0,0,0,0,0,0,13.7,0,13.2,42.01183432,680
681,26,163,540100,4,2.62E+11,Block Group 4,G5030,S,202631,0,42.4390741,-83.2166689,G26016305401004,1812.502832,202631.0518,G26016305401004,2013-2017, , ,Michigan,26,Wayne County,163, , ,540100,4, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 4, Census Tract 5401, Wayne County, Michigan",263,222,41,115,0,0,22,28,0,0,21,10,26,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36800,115,89,0,10,7,22,21,20,0,0,9,0,26,0,0,26,0,0,0,0,0,0,0,23.3,26.3,0,15.58935361,681
682,26,163,540200,1,2.62E+11,Block Group 1,G5030,S,207023,0,42.4338985,-83.2015995,G26016305402001,2141.095097,207023.1937,G26016305402001,2013-2017, , ,Michigan,26,Wayne County,163, , ,540200,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5402, Wayne County, Michigan",335,225,110,79,0,10,0,0,0,0,18,9,12,17,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,52100,79,31,9,0,10,0,0,0,0,0,12,0,48,20,8,13,0,0,0,0,7,0,0,15.5,18.3,12.5,32.8358209,682
683,26,163,540200,2,2.62E+11,Block Group 2,G5030,S,175606,0,42.4321378,-83.2058592,G26016305402002,1679.20549,175605.2999,G26016305402002,2013-2017, , ,Michigan,26,Wayne County,163, , ,540200,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5402, Wayne County, Michigan",223,155,68,129,0,13,19,0,9,45,0,0,0,0,0,9,0,9,18,0,0,0,0,0,7,0,0,0,0,0,32600,129,57,0,0,13,9,0,0,0,0,35,0,72,9,0,0,18,45,0,0,0,0,0,26.7,50,26,30.49327354,683
684,26,163,540200,3,2.62E+11,Block Group 3,G5030,S,179074,0,42.4357565,-83.2058874,G26016305402003,1731.053945,179074.4294,G26016305402003,2013-2017, , ,Michigan,26,Wayne County,163, , ,540200,3, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5402, Wayne County, Michigan",263,225,38,117,43,0,0,0,0,8,17,8,0,12,0,20,9,0,0,0,0,0,0,0,0,0,0,0,0,0,37200,117,25,0,0,8,8,0,0,0,9,0,0,92,44,0,8,0,9,9,0,0,0,22,16.1,22.8,10,14.4486692,684
685,26,163,540200,4,2.62E+11,Block Group 4,G5030,S,177800,0,42.435618,-83.2114159,G26016305402004,1692.198084,177799.6149,G26016305402004,2013-2017, , ,Michigan,26,Wayne County,163, , ,540200,4, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 4, Census Tract 5402, Wayne County, Michigan",344,232,112,111,12,0,0,0,0,35,8,0,34,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50100,111,45,0,0,0,11,0,0,0,0,34,0,66,0,0,0,0,0,0,0,0,44,22,50,0,50,32.55813953,685
686,26,163,540200,5,2.62E+11,Block Group 5,G5030,S,178444,0,42.435498,-83.2169033,G26016305402005,1693.710425,178444.8905,G26016305402005,2013-2017, , ,Michigan,26,Wayne County,163, , ,540200,5, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 5, Census Tract 5402, Wayne County, Michigan",177,60,117,9,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.10169492,686
687,26,163,540200,6,2.62E+11,Block Group 6,G5030,S,357334,0,42.4319742,-83.2139094,G26016305402006,2572.269658,357332.4889,G26016305402006,2013-2017, , ,Michigan,26,Wayne County,163, , ,540200,6, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 6, Census Tract 5402, Wayne County, Michigan",488,273,215,104,0,8,0,10,0,0,0,0,0,19,0,0,0,0,25,0,0,0,0,0,0,42,0,0,0,0,0,104,43,0,0,0,10,25,0,8,0,0,0,61,0,0,42,0,0,0,19,0,0,0,25,27.3,0,44.05737705,687
688,26,163,540300,1,2.62E+11,Block Group 1,G5030,S,279693,0,42.4267477,-83.2018338,G26016305403001,2320.748168,279692.9056,G26016305403001,2013-2017, , ,Michigan,26,Wayne County,163, , ,540300,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5403, Wayne County, Michigan",252,220,32,131,27,42,10,0,0,0,11,0,0,30,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,62,0,0,17,45,0,0,0,0,0,0,69,17,0,11,0,10,0,0,0,21,10,21.7,21.6,25.8,12.6984127,688
689,26,163,540300,2,2.62E+11,Block Group 2,G5030,S,223031,0,42.4266862,-83.2056087,G26016305403002,2170.339401,223030.2568,G26016305403002,2013-2017, , ,Michigan,26,Wayne County,163, , ,540300,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5403, Wayne County, Michigan",439,391,48,208,0,0,11,40,28,15,19,11,13,50,0,10,0,11,0,0,0,0,0,0,0,0,0,0,0,0,37600,208,61,0,23,11,27,0,0,0,0,0,0,147,35,21,33,28,0,0,0,10,20,0,17.8,18.4,17.7,10.93394077,689
690,26,163,540300,3,2.62E+11,Block Group 3,G5030,S,173691,0,42.4247844,-83.2098078,G26016305403003,1665.770765,173690.9006,G26016305403003,2013-2017, , ,Michigan,26,Wayne County,163, , ,540300,3, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5403, Wayne County, Michigan",331,203,128,150,11,29,0,24,0,32,0,11,0,15,0,17,11,0,0,0,0,0,0,0,0,0,0,0,0,0,31700,150,52,0,0,0,17,28,0,0,0,7,0,98,54,11,11,0,11,0,0,0,11,0,19.5,26.6,10,38.67069486,690
691,26,163,540300,4,2.62E+11,Block Group 4,G5030,S,219498,0,42.4246656,-83.2157078,G26016305403004,1891.789981,219498.5157,G26016305403004,2013-2017, , ,Michigan,26,Wayne County,163, , ,540300,4, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 4, Census Tract 5403, Wayne County, Michigan",270,238,32,154,8,11,10,0,0,11,73,0,0,25,0,12,0,4,0,0,0,0,0,0,0,0,0,0,0,0,37500,154,63,0,0,0,0,14,11,10,0,24,4,91,24,41,7,0,0,11,0,0,8,0,26.1,37.3,12.6,11.85185185,691
692,26,163,540300,5,2.62E+11,Block Group 5,G5030,S,392852,0,42.4283584,-83.2132395,G26016305403005,2752.196831,392850.961,G26016305403005,2013-2017, , ,Michigan,26,Wayne County,163, , ,540300,5, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 5, Census Tract 5403, Wayne County, Michigan",465,393,72,177,11,7,17,11,10,16,14,56,0,22,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,40400,177,11,0,0,0,0,0,0,0,0,11,0,166,92,17,37,0,0,0,0,0,20,0,10,0,10,15.48387097,692
693,26,163,540400,1,2.62E+11,Block Group 1,G5030,S,276484,0,42.41952,-83.2015564,G26016305404001,2294.904814,276482.4893,G26016305404001,2013-2017, , ,Michigan,26,Wayne County,163, , ,540400,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5404, Wayne County, Michigan",246,163,83,121,11,0,0,5,27,0,0,34,4,0,6,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,45100,121,70,27,4,11,0,0,0,17,0,11,0,51,34,4,0,0,0,0,0,0,13,0,10,16.8,10,33.7398374,693
694,26,163,540400,2,2.62E+11,Block Group 2,G5030,S,220650,0,42.419437,-83.2053328,G26016305404002,2159.096082,220649.5902,G26016305404002,2013-2017, , ,Michigan,26,Wayne County,163, , ,540400,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5404, Wayne County, Michigan",407,333,74,220,0,0,0,39,17,12,18,19,52,14,0,36,13,0,0,0,0,0,0,0,0,0,0,0,0,0,51000,220,66,8,14,0,13,12,0,13,0,6,0,154,50,22,39,0,39,0,0,0,4,0,17.1,24.2,15.6,18.18181818,694
695,26,163,540400,3,2.62E+11,Block Group 3,G5030,S,207565,0,42.4193772,-83.2085824,G26016305404003,2128.384696,207566.7879,G26016305404003,2013-2017, , ,Michigan,26,Wayne County,163, , ,540400,3, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5404, Wayne County, Michigan",247,212,35,40,0,0,0,0,0,19,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35800,40,15,0,0,0,0,0,0,0,0,0,15,25,0,0,0,0,0,19,0,0,6,0,0,0,0,14.17004049,695
696,26,163,540400,4,2.62E+11,Block Group 4,G5030,S,572511,0,42.4192593,-83.2144926,G26016305404004,3033.737191,572510.4991,G26016305404004,2013-2017, , ,Michigan,26,Wayne County,163, , ,540400,4, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 4, Census Tract 5404, Wayne County, Michigan",451,395,56,95,44,0,0,7,0,12,0,0,0,13,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,95,27,10,0,0,0,10,0,0,0,7,0,68,49,0,19,0,0,0,0,0,0,0,10,26.8,10,12.41685144,696
697,26,163,540500,1,2.62E+11,Block Group 1,G5030,S,690828,1895,42.4190475,-83.2243522,G26016305405001,3334.537363,692722.0251,G26016305405001,2013-2017, , ,Michigan,26,Wayne County,163, , ,540500,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5405, Wayne County, Michigan",570,488,82,265,12,0,6,0,39,16,31,46,25,40,41,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46200,265,126,22,39,0,0,11,0,0,12,42,0,139,10,12,16,0,0,42,0,31,28,0,32.7,25.9,33.8,14.38596491,697
698,26,163,540500,2,2.62E+11,Block Group 2,G5030,S,201826,0,42.4237428,-83.2243461,G26016305405002,2162.901871,201826.0782,G26016305405002,2013-2017, , ,Michigan,26,Wayne County,163, , ,540500,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5405, Wayne County, Michigan",355,327,28,162,13,0,49,0,0,9,13,0,0,26,0,10,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,162,46,23,0,9,0,0,0,0,0,14,0,116,49,12,31,0,11,0,13,0,0,0,13.8,10,13.8,7.887323944,698
699,26,163,540500,3,2.62E+11,Block Group 3,G5030,S,214952,0,42.4259129,-83.2238408,G26016305405003,2923.84081,214952.8755,G26016305405003,2013-2017, , ,Michigan,26,Wayne County,163, , ,540500,3, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5405, Wayne County, Michigan",287,159,128,125,0,28,0,0,9,17,0,54,9,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,41600,125,63,9,0,7,0,0,6,0,24,9,8,62,52,0,0,10,0,0,0,0,0,0,10,42.3,10,44.59930314,699
700,26,163,540500,4,2.62E+11,Block Group 4,G5030,S,282332,0,42.4284243,-83.2247742,G26016305405004,2501.330824,282334.2604,G26016305405004,2013-2017, , ,Michigan,26,Wayne County,163, , ,540500,4, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 4, Census Tract 5405, Wayne County, Michigan",318,240,78,143,23,8,0,0,10,26,0,52,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40900,143,8,0,0,8,0,0,0,0,0,0,0,135,15,19,0,13,52,0,0,26,10,0,26.6,0,27,24.52830189,700
701,26,163,540600,1,2.62E+11,Block Group 1,G5030,S,222888,0,42.42834,-83.2339777,G26016305406001,2152.460609,222886.3852,G26016305406001,2013-2017, , ,Michigan,26,Wayne County,163, , ,540600,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5406, Wayne County, Michigan",350,252,98,85,0,8,11,35,0,0,0,0,13,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,85,43,0,0,0,0,8,35,0,0,0,0,42,0,9,0,11,13,0,9,0,0,0,30.2,0,25.4,28,701
702,26,163,540600,2,2.62E+11,Block Group 2,G5030,S,327825,0,42.4249136,-83.2347783,G26016305406002,2515.918127,327823.6098,G26016305406002,2013-2017, , ,Michigan,26,Wayne County,163, , ,540600,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5406, Wayne County, Michigan",304,200,104,129,14,0,11,8,17,0,0,26,0,20,0,10,13,10,0,0,0,0,0,0,0,0,0,0,0,0,45600,129,98,7,24,10,0,36,11,10,0,0,0,31,14,8,0,0,9,0,0,0,0,0,25.2,26.1,10.9,34.21052632,702
703,26,163,540600,3,2.62E+11,Block Group 3,G5030,S,327858,0,42.4172466,-83.2339231,G26016305406003,2527.51586,327859.3212,G26016305406003,2013-2017, , ,Michigan,26,Wayne County,163, , ,540600,3, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5406, Wayne County, Michigan",488,383,105,266,0,0,14,9,16,19,0,16,46,0,29,65,0,13,0,17,10,12,0,0,0,0,0,0,0,0,74500,266,145,0,0,31,44,0,8,45,17,0,0,121,25,28,19,22,0,13,0,14,0,0,22.3,24.7,17,21.51639344,703
704,26,163,540600,4,2.62E+11,Block Group 4,G5030,S,318683,0,42.4212446,-83.2332755,G26016305406004,2877.744268,318683.4754,G26016305406004,2013-2017, , ,Michigan,26,Wayne County,163, , ,540600,4, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 4, Census Tract 5406, Wayne County, Michigan",406,373,33,254,0,20,34,45,0,0,8,12,66,24,9,7,0,20,0,9,0,0,0,0,0,0,0,0,0,0,51200,254,113,5,48,21,9,12,0,9,0,0,9,141,27,0,23,0,11,0,34,0,46,0,19.8,14.9,36.4,8.128078818,704
705,26,163,540700,1,2.62E+11,Block Group 1,G5030,S,274788,0,42.4353469,-83.2238104,G26016305407001,2183.14578,274786.3371,G26016305407001,2013-2017, , ,Michigan,26,Wayne County,163, , ,540700,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5407, Wayne County, Michigan",245,186,59,88,0,20,19,10,0,12,7,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22500,88,19,0,7,0,12,0,0,0,0,0,0,69,20,20,0,9,10,0,0,0,10,0,14.4,0,13.6,24.08163265,705
706,26,163,540700,2,2.62E+11,Block Group 2,G5030,S,282824,0,42.4317463,-83.223577,G26016305407002,2207.399437,282825.9186,G26016305407002,2013-2017, , ,Michigan,26,Wayne County,163, , ,540700,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5407, Wayne County, Michigan",202,159,43,70,10,26,0,0,0,11,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,34,0,0,0,23,11,0,0,0,0,0,36,0,0,36,0,0,0,0,0,0,0,19.9,0,0,21.28712871,706
707,26,163,540700,3,2.62E+11,Block Group 3,G5030,S,365494,0,42.4315254,-83.2333818,G26016305407003,2621.797667,365492.3157,G26016305407003,2013-2017, , ,Michigan,26,Wayne County,163, , ,540700,3, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5407, Wayne County, Michigan",421,361,60,147,6,0,8,0,11,41,0,8,23,11,0,0,28,11,0,0,0,0,0,0,0,0,0,0,0,0,49400,147,33,0,6,0,0,19,0,0,8,0,0,114,20,56,27,0,0,0,0,0,11,0,14.3,27.8,13.3,14.25178147,707
708,26,163,540700,4,2.62E+11,Block Group 4,G5030,S,362830,0,42.4351182,-83.2335448,G26016305407004,2621.739015,362827.8284,G26016305407004,2013-2017, , ,Michigan,26,Wayne County,163, , ,540700,4, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 4, Census Tract 5407, Wayne County, Michigan",590,491,99,269,0,9,32,31,9,26,21,43,7,37,24,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,41500,269,95,0,0,16,0,8,19,0,8,44,0,174,99,11,9,21,0,24,0,0,10,0,19.9,45.6,10,16.77966102,708
709,26,163,540800,1,2.62E+11,Block Group 1,G5030,S,870124,0,42.4405011,-83.2326012,G26016305408001,3791.682535,870123.2142,G26016305408001,2013-2017, , ,Michigan,26,Wayne County,163, , ,540800,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5408, Wayne County, Michigan",377,310,67,265,15,0,9,40,11,25,6,35,20,36,0,14,4,6,29,0,0,8,0,0,0,0,0,7,0,0,47600,265,92,0,7,17,9,14,6,0,9,30,0,173,40,47,22,21,0,10,12,21,0,0,19.9,29.6,14.9,17.77188329,709
710,26,163,540800,2,2.62E+11,Block Group 2,G5030,S,397406,0,42.4407348,-83.2228611,G26016305408002,2589.513735,397405.1096,G26016305408002,2013-2017, , ,Michigan,26,Wayne County,163, , ,540800,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5408, Wayne County, Michigan",676,597,79,259,14,27,28,0,52,8,48,19,0,15,17,17,0,14,0,0,0,0,0,0,0,0,0,0,0,0,35100,259,57,1,8,40,0,0,0,0,0,8,0,202,94,53,0,9,0,37,0,0,9,0,12.8,17.4,10.7,11.68639053,710
711,26,163,540900,1,2.62E+11,Block Group 1,G5030,S,357516,0,42.4419915,-83.2448132,G26016305409001,2592.420393,357516.2036,G26016305409001,2013-2017, , ,Michigan,26,Wayne County,163, , ,540900,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5409, Wayne County, Michigan",389,368,21,256,0,17,9,10,0,10,18,33,53,44,9,0,8,36,0,0,0,9,0,0,0,0,0,0,0,0,55800,256,125,29,0,8,13,57,0,9,0,9,0,131,53,15,9,18,0,0,0,0,36,0,22.3,26.1,14.2,5.398457584,711
712,26,163,540900,2,2.62E+11,Block Group 2,G5030,S,279859,0,42.44171,-83.2545569,G26016305409002,2191.954462,279858.6126,G26016305409002,2013-2017, , ,Michigan,26,Wayne County,163, , ,540900,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5409, Wayne County, Michigan",365,339,26,172,0,0,0,9,8,13,0,47,0,26,9,8,0,8,31,13,0,0,0,0,0,0,0,0,0,0,63500,172,40,10,0,13,0,0,0,0,0,17,0,132,20,17,40,8,8,0,0,13,0,26,17.5,18.8,17,7.123287671,712
713,26,163,540900,3,2.62E+11,Block Group 3,G5030,S,267792,0,42.4381752,-83.2543918,G26016305409003,2160.054294,267792.6478,G26016305409003,2013-2017, , ,Michigan,26,Wayne County,163, , ,540900,3, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5409, Wayne County, Michigan",286,264,22,218,9,0,0,0,53,17,0,27,58,7,41,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,50500,218,67,9,17,6,25,0,0,0,0,10,0,151,48,27,0,4,0,0,7,26,39,0,20.3,20.3,20.6,7.692307692,713
714,26,163,540900,4,2.62E+11,Block Group 4,G5030,S,357309,0,42.4384312,-83.2446894,G26016305409004,2587.195976,357308.6873,G26016305409004,2013-2017, , ,Michigan,26,Wayne County,163, , ,540900,4, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 4, Census Tract 5409, Wayne County, Michigan",482,403,79,222,9,0,24,0,0,19,13,33,38,46,27,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,53400,222,139,0,0,71,12,19,13,9,7,8,0,83,17,17,18,22,0,0,0,0,9,0,19.3,19.9,17.1,16.39004149,714
715,26,163,541000,1,2.62E+11,Block Group 1,G5030,S,352613,0,42.4331104,-83.2416721,G26016305410001,2490.648497,352614.1245,G26016305410001,2013-2017, , ,Michigan,26,Wayne County,163, , ,541000,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5410, Wayne County, Michigan",697,630,67,97,0,6,0,0,25,0,0,20,28,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48800,97,22,0,0,0,10,0,12,0,0,0,0,75,10,0,6,6,0,0,0,25,0,28,31,0,40.6,9.612625538,715
716,26,163,541000,2,2.62E+11,Block Group 2,G5030,S,466698,0,42.4346938,-83.2514634,G26016305410002,3113.556566,466700.8902,G26016305410002,2013-2017, , ,Michigan,26,Wayne County,163, , ,541000,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5410, Wayne County, Michigan",501,449,52,282,11,10,0,40,26,8,75,0,26,24,0,0,0,15,0,12,9,0,0,0,0,16,10,0,0,0,38100,282,162,9,44,0,21,12,20,0,0,56,0,120,80,13,0,0,6,0,0,0,21,0,14.6,27.9,10,10.37924152,716
717,26,163,541000,3,2.62E+11,Block Group 3,G5030,S,465116,0,42.4310814,-83.2513333,G26016305410003,3109.181106,465117.253,G26016305410003,2013-2017, , ,Michigan,26,Wayne County,163, , ,541000,3, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5410, Wayne County, Michigan",738,595,143,371,58,0,55,67,0,0,75,12,46,33,13,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,35400,371,101,0,0,0,76,0,0,13,0,12,0,270,98,32,26,0,9,0,41,29,35,0,21.9,23.3,16,19.37669377,717
718,26,163,541100,1,2.62E+11,Block Group 1,G5030,S,252902,0,42.4269665,-83.2414537,G26016305411001,2024.061783,252902.6789,G26016305411001,2013-2017, , ,Michigan,26,Wayne County,163, , ,541100,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5411, Wayne County, Michigan",473,272,201,165,71,25,0,8,0,50,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,46,25,0,0,0,0,0,0,0,21,0,119,18,19,0,0,0,82,0,0,0,0,31.3,0,31.4,42.49471459,718
719,26,163,541100,2,2.62E+11,Block Group 2,G5030,S,254857,0,42.4268359,-83.2469086,G26016305411002,2037.323727,254856.7918,G26016305411002,2013-2017, , ,Michigan,26,Wayne County,163, , ,541100,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5411, Wayne County, Michigan",253,122,131,85,17,8,0,22,0,0,8,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,38,0,0,0,8,0,0,0,0,30,0,47,8,0,0,0,0,0,0,0,39,0,50,0,50,51.77865613,719
720,26,163,541100,3,2.62E+11,Block Group 3,G5030,S,260106,0,42.4217993,-83.2412119,G26016305411003,2058.470581,260104.0299,G26016305411003,2013-2017, , ,Michigan,26,Wayne County,163, , ,541100,3, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5411, Wayne County, Michigan",162,100,62,68,17,0,43,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17000,68,8,0,0,0,0,8,0,0,0,0,0,60,8,0,0,0,17,0,0,0,35,0,50,0,50,38.27160494,720
721,26,163,541100,4,2.62E+11,Block Group 4,G5030,S,463620,0,42.4196348,-83.2465265,G26016305411004,2977.684394,463619.1068,G26016305411004,2013-2017, , ,Michigan,26,Wayne County,163, , ,541100,4, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 4, Census Tract 5411, Wayne County, Michigan",402,314,88,214,0,0,36,25,0,40,0,8,44,6,0,0,0,16,0,39,0,0,0,0,0,0,0,0,0,0,47500,214,95,0,40,0,16,0,0,39,0,0,0,119,25,0,0,6,0,0,36,14,38,0,36.3,22.3,39,21.89054726,721
722,26,163,541100,5,2.62E+11,Block Group 5,G5030,S,200358,0,42.4171417,-83.2409879,G26016305411005,1792.441456,200356.9121,G26016305411005,2013-2017, , ,Michigan,26,Wayne County,163, , ,541100,5, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 5, Census Tract 5411, Wayne County, Michigan",269,147,122,82,9,31,15,0,0,0,3,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,3,0,0,0,0,0,3,0,0,0,0,79,0,0,0,0,0,0,0,24,55,0,50,0,50,45.35315985,722
